Institution,Medium,Access,Month,Day,Year,Narrator,Creator,Location_Tags,Topic_Tags,Description,Link
Wilkinson Public Library,Audio,Online,April,25,1975,Myrtle Israel,Sandra Johnson and Alta Cassietto,"Telluride, San Miguel County, Montrose, Montrose County, Pandora, Ophir","Natural Disasters, Local Business, Daily Life, Mining, Outdoor Sports & Recreation, Railroad, Religion, Tourism, Medicine, Banks & Banking","An oral history, that is currently on cassette tape at the Wilkinson Public Library: Museum Tape MU38 Side A: Alta (Wood) Allan. Interviewed by Sandra Johnson and Alta Cassietto 4/25/75: 00-12 Introduction of Alta Allan. She lived in Telluride for a number of years and first moved there in 1919. Not married at the time. Worked in the telephone office. Named various girls that worked there. Future husband (Charlie) was in the service and they married after he returned in 1921. Bought cafe from Joe O'berto. The Tremont Cafe. Moved to Montrose in 1929 after the bank closed. 12-40 Names various hotels and cafes that were open during the time she was in Telluride. The Sheridan, The Alpine Rooming House, Mrs. Jackson had rooming house, Victoria Hotel, The Chicago Store, The Golden Rule Store, Perinos Grocery Store, Krakaws, Elscamps. She lived with brother Chap Wood. Brother and mother lived together after he got out of service Brother was superintendent of the Smuggler Mill. Describes the house she lived in. 40-80 Speaks of working at the telephone office when it had the switchboard. Names the people she worked with. Speaks of the avalanche that killed Mrs. Gifford and Mrs. Hicks. Talks about the little boy that was saved. Talks about all the people in town at that time. Very busy. Alta Cassietto talks about how busy Montrose was in 1905, but not as busy as Telluride. 80-111 Sandra introduces Myrtle Israel who came to Telluride in 1911. She was the mother of a five-month-old baby when she came to Telluride. Her husband was looking for work and he had a brother working at the Black Bear. Speaks of the Smuggler or Tomboy being the richest gold mine in area. Her husband and brothers worked in the mill for a long time. Later moved to Town and put in a little cleaning parlor, which he operated for a long time. Speaks of the only time she was at the Tomboy. She watched the gold being processed at the mill. 111-214 Describes the dances held at the Tomboy. Alta Allan's husband Charlie worked for the Transfer and would drive a sleigh and team full of women to the Tomboy. Also had a bowling ally there. She speaks of the night the sleigh tipped over coming down from the dance. Describes how the men brought the bodies down the hill from the Black Bear slide. All the people in town watched them come down. Describes where the mine was. Myrtle speaks of her daughter that still lives in town, Mrs. Dick (Elmer) Summer. She was five months old when they first went to Telluride. Her parents were in Telluride before she (Alta) was born. Speaks of her uncle that was murdered in Telluride. Was the first man buried close to the tree at Lone Tree. That was before Myrtle was born and she was born in 1891. Alta speaks of brother's nickname. Myrtle names the churches in town at that time, Presbyterian, Catholic and Community Church. She attended the Community Church. Alta talks about living in Aspen. 214-256 Myrtle lived in Telluride from 1938 until 1943. She worked at Alvie Adams dairy. They had the Adams ranch and Mrs. Adams was an invalid. She was second mother to the whole family. Ski area bought ranch from their son Gene. Describes where the dairy was. Milk was delivered on their milk route in town. She hurt her leg falling off the porch and was in the Telluride hospital for a month. Dr. Parker took care of her. Speaks of studying to get her LPN degree after moving Idaho. 256-349 Speaks of her daughters. Talks of all the people that had left Telluride when she went back in 1938. Many of the houses were empty. Seemed to be a ghost town. Mines and mills were closed down. Her father's brother had the first pack train in Telluride. Charlie Seevers. Describes the areas he packed into. They lived in Fall Creek. Speaks of Seevers family and how they were related. Her father worked on the railroad, as did her mother. Talks of the work her mother did for the railroad on Old Dallas. Followed the railroad, working on it, over to Ophir. Father helped build the railroad over Dallas in late '1800s. Describes riding the train and the Galloping Goose. Tells of driver describing one of the times when the Goose lost it's brakes and the passengers had to jump off. 349-467 Her daughter had a hotel at Ophir and Myrtle worked there. There were mines and mills there at that time. Describes her daughter's first husband's death, a mining accident. Speaks of the Miner's Union building and where they lived and the cleaning parlor they owned. Talks about Grandma Spencer who lived next to the Miner's Union. Talks about Ed Vizina's dairy. Lots of people lived in San Miguel then. Names people that had dairies there. Speaks of different houses there. KEYWORDS FOR THIS TRANSCRIPT 00-12 Nellie Mines 12-40 Smuggler Mill 40-80 Avalanches, Pandora 80-111 Black Bear, Smuggler, Tomboy 111-214 Black Bear, Smuggler 214-156 Dairy, Hospital 256-349 Old Dallas, Narrow Gage Railroad, Galloping Goose 349-467 Ophir, Miner's Union Building, Dairy, San Miguel People mentioned in this recording: 00-12 Thompson Girls, Joe O'berto 12-40 Mrs. Jackson, Pete Machone, Wunderlicks, Perino, Elscamp, Johnny McAdams, Mrs. Goldsworthy 40-80 Lena Sand Blixt, Tiny & Lillie Thompson, Ethel Larson, Mrs. Gifford, Mrs. Hicks 80-111 M rytle Israel 111-214 Dick (Elmer) Summer, Sam Seevers 214-256 Alvie Adams, Gene Adams, Dr. Parker 256-349 Charlie Seevers, Crissie Ross 349-467 Grandma Spencer, Ed Vizina, Kelly McKnight, Collins","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A381
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A382"
Wilkinson Public Library,Audio,Online,April,13,1991,Nina Nelson Price,Davine Pera,"Telluride, San Miguel County",Daily Life,"Nina Price's oral history interview, given by Davine Pera. Nina described her life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A742
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A741"
Wilkinson Public Library,Audio,Online,April,25,1991,Ogda Walter,Davine Pera,"Telluride, San Miguel County",Daily Life,"Ogda Walter's oral history interview. Ogda was interviewed by Davine Pera on 04/25/1991, about her life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A846
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A843"
Wilkinson Public Library,Audio,Contact Institution,,,,Olivas Romero Marlen,Gloria Chavira,,,,
Wilkinson Public Library,Audio,"Contact Institution, Online",,,,Ollie Truelsen,,,,Ollie Truelsen's oral history interview. The date and the interviewer are unknown.,https://islandora.marmot.org/islandora/object/wilkinson%3A881
Wilkinson Public Library,Audio,Online,May,9,1990,Opal Greenbank,Davine Pera,"Telluride, San Miguel County",,"Oral History Interview of Opal Greenbank by Davine Pera about Opal's life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A574
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A575"
Wilkinson Public Library,Audio,Online,April,16,1991,Opal Spillman Crandall,Davine Pera,"Telluride, San Miguel County",,"Two-part oral history recording, that took place April 16, 1991, featuring Opal Spillman Crandall, being interviewed by Davine Pera, in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A585
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A582"
Wilkinson Public Library,Audio,Online,August,3,1990,Perina Hedlund,Davine Pera,"Telluride, San Miguel County",,"An oral history interview, between Davine Pera and Perina Hedlund, about Perina's life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A604
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A603"
Wilkinson Public Library,Audio,Contact Institution,,,,Raymond Snyder,,,,,
Wilkinson Public Library,Audio,Contact Institution,October,6,2004,Rebecca J Stowers; Jane Raddin Stowers,George Greenbank,,,Rebecca J. Stowers and Jane Stowers Raddin's oral history interview transcript.,summary: https://islandora.marmot.org/islandora/object/wilkinson%3A826
Wilkinson Public Library,Audio,Online,June,29,1990,Reyno Sands,Davine Pera,"Telluride, San Miguel County",,"Reyno Sand was interviewed by Davine Pera on 6/29/1990, about his life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A792
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A791"
Wilkinson Public Library,Audio,Online,April,10,2014,Robert (Bob) Alexander; Oda Alexander,Cameo Hoyle,"Telluride, San Miguel County",World War II,Oral history on WWII in Telluride,https://islandora.marmot.org/islandora/object/wilkinson%3A384
Wilkinson Public Library,Audio,Online,September,9,1990,Rodney Brown; Elliot Brown,Davine Pera,"Telluride, San Miguel County","Banks & Banking, Daily Life, Local Business, Mining, Music, Railroad, Automobiles & Roads, Crime, Religion, Youth","An oral history recording, which took place on September 9, 1990, in which Davine Pera interviews Rodney and Elliott Brown. Here is a transcript of the recording: Track1 Intro Track2 History of grandparents arrival in Telluride. Uncle Frank P. Brown was with the Hayden Survey party in 1870. Henryetta Cloud. Track3 James L. Brown was their grandfather. Track4 Named his store San Miguel Grandfather James L. Brown was on first census in 1885, but arrived to stay in 1876. Met his wife in Telluride. Track5 Father was born in 1898 and attended school in Telluride. A.C. Brown. Track6 Speaks of Geronimo and his friendship with Frank Brown, an early Hayden party member. Track7 Stories of mining. Speaks of the wealth of early day residents. Track8 Concerts at the Opera House. People were well cultured. Track9 They paid for shows not to make money but to just see the show. Grandfather, James L. Brown, was stockholder in 3 of the richest mines in the area which led him to being president of one of the first banks in Telluride. Describes solid gold pass presented to grandfather by Otto Mears. Track10 Charles DeLoss Waggoner was cousin to Browns. Track11 History of the bank crash of 1893, and grandfather's involvement. Track12 The courtship of Mary Reade by both grandfather and C.D. Waggoner. Frank Moore was a family friend, and talks about C. DeLoss Waggoner. Track13 DeLoss was the Robin Hood of Telluride. Track14 Tells story of gold jewelry made from gold collected by grandfather as a child. Track15 History of grandparents living at the Alta Mine. Track16 Depression, and grandmother selling her jewelry. Describes grandmother's beauty and grace. Track17 Talks about differences between their grandmother and their grandfather. Track18 History of the Reade side of family. One of her relatives signed the Constitution. Track19 History of many relatives and their early lives. Track20 Grandfather comes from a long line, and how long they lived. Track21 The Brown women were well educated. Track22 Describes fathers fascination with railroads and automobiles. Track23 Many stories of fathers years in Telluride growing up and spending a lot of time at Uncles ranch in San Miguel. Track24 Story about going to see an engine. Track25 Dads familiarity with the people and engines of the area. Track26 Teddy the St. Bernard. Track27 Their father lived with his uncle for many years, and the dairy farm. Track28 History of fathers life after he moved to Boulder. Track29 Relatives at the cemetery and buried elsewhere. Track30 Many stories of grandfather. 1Track31 Grandmother typesetting. Track32 Talking about the two Altas. Track33 Grandfather and his sister Alta during their childhood. Track34 Father returned to area in 1939 and picked out pieces of wire gold from old claim, which he made into jewelry for his children. Track35 Everyone in some way took part in the gold fever. Track36 Speaks of grandmother using gun to protect herself during the strike. Describes the many guns they had. Track37 Gun manufacturers brought their wares to test in Telluride. Track38 Automobile manufacturers tested their equipment here. Track39 Grandfather had 5 Cadillac’s in storage at one time. Describes the watch fob his grandfather had made from his wife's auburn hair. Track40 Wigmakers wanted her hair. Track41 Tells many stories of people making their fortunes in mining. Track42 Speaks of ladies in the Red Light District. Track43 Memories of their grandfather, his friends, and their cars. Track44 End","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A452
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A453"
